"","business_id","name","address","city","state","latitude","longitude","stars","is_open","RestaurantsAttire","RestaurantsTakeOut","BusinessAcceptsCreditCards","NoiseLevel","GoodForKids","RestaurantsReservations","RestaurantsGoodForGroups","RestaurantsPriceRange2","HasTV","Alcohol","BikeParking","RestaurantsDelivery","OutdoorSeating","Caters","WiFi","dessert","latenight","lunch","dinner","brunch","breakfast","garage","street","validated","lot","valet","romantic","intimate","classy","hipster","divey","touristy","trendy","upscale","casual","Monday","Tuesday","Wednesday","Thursday","Friday","Saturday","Sunday"
"20205","rwKqYbWkseELVVSAZ3ogpA","Dom's Pizzeria","502 Cavitt Ave","Trafford","PA",40.3859453,-79.7596274,4,1,"1","True","True","2","True","False","True","2","True","3","False","True","False",NA,"1","False","False","False","False","False","False","False","False","False","True","False","False","False","False","False","False","False","False","False","False","11:0-22:0","11:0-22:0","11:0-22:0","11:0-22:0","11:0-23:0","11:0-23:0","11:0-22:0"
"20208","Zz2AwpjN3HA1-L_XUC5R9g","Driftwood Oven","3615 Butler St","Pittsburgh","PA",40.4658865,-79.9652774,4.5,1,"1","True","True","2","True","False","True","2","True","2","True","False","True","True","1","False","False","False","True","False","False","False","True","False","False","False","False","False","False","False","False","False","True","False","True","0:0-0:0",NA,"17:0-22:0","17:0-22:0","17:0-22:0","16:0-22:0","16:0-21:0"
"20217","SgwMaS67XFl8OWgm_Rkyzg","Romeo's Pizza","548 Miner Rd","Highland Heights","OH",41.5527419,-81.4579895,4,1,"1","True","True",NA,"True","False","False","2",NA,NA,NA,"True",NA,NA,NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","False","False","False","False","False","False","False","False","False","10:0-22:0","10:0-22:0","10:0-22:0","10:0-22:0","10:0-23:0","10:0-23:0","11:0-22:0"
"20236","sCGsLgDuxgnR0I8lJRp5mg","Domino's Pizza","15410 W High St","Middlefield","OH",41.4644731,-81.0919754,2.5,1,"1","True","True","2","True","True","True","1","True","1",NA,"True","False","True",NA,"NA","NA","NA","NA","NA","NA","False","False","False","False","False","False","False","False","False","False","False","False","False","False","10:30-22:0","10:30-22:0","10:30-22:0","10:30-22:0","10:30-23:45","10:30-23:45","10:30-22:0"
"20243","G-u14MaU6ymd0gZoNX3mAQ","Coda","2247 Professor Ave","Cleveland","OH",41.4816154,-81.6863595,4,1,NA,NA,"True",NA,"False","False","True","2","True",NA,"True",NA,"False",NA,NA,"NA","NA","NA","NA","NA","NA","False","False","False","False","False","False","False","False","False","False","False","False","False","False","18:0-2:0",NA,NA,"18:0-2:0","18:0-2:0","18:0-2:0","18:0-2:0"
"20258","iVijDgb-EHrG7oXsyT0mCQ","Antonio's Pizzeria Loschiavo","1100 W Royalton Rd, Ste J","Broadview Heights","OH",41.314785,-81.686714,2.5,1,"1","True","True",NA,"True","False","False","2","True","1",NA,"True","False",NA,NA,"NA","NA","NA","NA","NA","NA","False","False","False","False","False","False","False","False","False","False","False","False","False","False",NA,NA,NA,NA,NA,NA,NA
"20260","Srl3TFbOAfa-9_1m_wK6xQ","Nobby's Pizzeria","373 Vanadium Rd","Pittsburgh","PA",40.369034,-80.0851376,4.5,1,"1","True","True","3","True","False","True","2","True","1","True","True","False","True","1","False","False","True","False","False","False","False","False","False","True","False","False","False","False","False","False","False","False","False","True","0:0-0:0","11:0-22:0","11:0-22:0","11:0-22:0","11:0-23:0","11:0-23:0","11:0-22:0"
"20269","A0b7qkj-69ikXtcmaVqIMQ","Ferrari's Pizza","14560 US Rt 30","North Huntingdon","PA",40.3557016315,-79.7710418701,3.5,0,"1","True","False",NA,"False","False","False","1","True","1",NA,"False","True",NA,"1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","False","False","False","False","False","False","False","False","False",NA,NA,NA,NA,NA,NA,NA
"20280","O3xV-JbpJKpZOi_3SHxNrg","Georgio's","2816 N Ridge Rd","Perry","OH",41.7662672709,-81.1801421774,3.5,1,NA,"True","True",NA,"True","False","False",NA,"True","1",NA,"True","False","True",NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","11:0-22:0","11:0-22:0","11:0-22:0","11:0-22:0","11:0-23:0","11:0-23:0","12:0-21:0"
"20288","3R28YY7Jw_EJs0-X8qDArw","Ardolino's Pizza","1141 Boyce Rd","Pittsburgh","PA",40.3178853,-80.1097278,4,1,"1","True","True","2","True","False","False","2","True","2","True","True","True",NA,"2","False","False","True","True","False","False","False","False","False","True","False","False","False","False","False","False","False","False","False","False","0:0-0:0","11:0-22:0","11:0-22:0","11:0-22:0","11:0-23:0","11:0-23:0","12:0-22:0"
"20344","7BZgV886BjH-1x2CixKI_g","Happy's Pizza","14252 Euclid Ave","East Cleveland","OH",41.5292446,-81.5826428,3,0,"1","True","True","4","True","False","True","1","False","1","False","True","False","True","2","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","0:0-0:0","10:0-0:0","10:0-0:0","10:0-0:0","10:0-1:0","10:0-1:0","11:0-0:0"
"20362","_NzimzgKxXdfnCv9skj71A","Donatos Pizza","18100 Detroit Ave","Lakewood","OH",41.4844117,-81.8231284,2.5,1,"1","True","True","1","True","False","True","2","True","1","True","True","True","True","1","NA","NA","NA","NA","NA","NA","False","False","False","True","False","False","False","False","False","False","False","False","False","True","11:0-0:0","11:0-0:0","11:0-0:0","11:0-0:0","11:0-0:0","11:0-0:0","11:0-0:0"
"20364","OohsWZ3A0bo8y6N6vi6ePA","Anthony's Pizza","1820 Brownsville Rd","Pittsburgh","PA",40.396569,-79.987812,3,1,"1","True","True","2","True","False","True","1","True","1","False","True","False","False","1","NA","NA","NA","NA","NA","NA","False","True","False","False","False","False","False","False","False","False","False","False","False","False",NA,NA,NA,NA,NA,NA,NA
"20366","50vHYiIFknliNBn51O7Gjg","Rocco's Pizza","973 Graham Rd","Stow","OH",41.1637395,-81.4782584,4,1,"1","True","True","1","True","False","True","2","True","1","True","True","False","True","2","NA","NA","NA","NA","NA","NA","False","False","False","True","False","False","False","False","False","False","False","False","False","False","11:0-22:0","11:0-22:0","11:0-22:0","11:0-22:0","11:0-23:0","11:0-23:0","11:0-22:0"
"20382","pctgz0-aQh6fdUF-vKaChA","Franco's Pizza","138 Unity Center Rd","Pittsburgh","PA",40.4905628,-79.7838535,3.5,1,NA,"True","True",NA,"True","False",NA,"2",NA,NA,NA,"True",NA,NA,NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","False","False","False","False","False","False","False","False","False","0:0-0:0","14:0-22:0","14:0-22:0","14:0-22:0","14:0-23:0","11:0-23:0","11:0-21:30"
"20421","ngqQHvtrT8QxGF3e6yrmeg","Stagecoach At Gordyville","2203 County Rd 3000 N","Gifford","IL",40.312407,-88.039695,3,1,"1","True","True","2","True","True","True","1","True","3",NA,"False","False","False","2","NA","NA","NA","NA","NA","NA","False","False","False","False","False","False","False","False","False","False","False","False","False","False",NA,"17:0-21:0","17:0-21:0","11:0-21:0","11:0-21:0","11:0-21:0","11:0-14:0"
"20440","Hzp7oS3dhpFNNBd8yDmqeA","Italian Village Pizza","412 Richland Ave","Dravosburg","PA",40.350110797,-79.8938874712,3.5,1,NA,"True","True",NA,NA,NA,NA,NA,NA,NA,NA,"True",NA,NA,NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","11:0-22:0","11:0-22:0","11:0-22:0","10:0-23:0","10:0-23:0","10:0-23:0","11:0-22:0"
"20442","KSg7TI3KEe_GENY3yvV4zw","East of Chicago Pizza","33700 Aurora Rd","Solon","OH",41.384599,-81.43914,2.5,0,"1","True","True","1","True","False","False","2","False","1","False","True","False",NA,"1","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","11:0-21:0","11:0-21:0","11:0-21:0","11:0-21:0","11:0-22:0","11:0-22:0","12:0-21:0"
"20447","4zOyZff4-FemUqRW3GXuCA","Geppetto's","33475 Lake Rd","Avon Lake","OH",41.503954,-82.0518607,4.5,0,"1","True","True","2","False","True","True","2","True","3","True","True","True","True","2","NA","NA","NA","NA","NA","NA","False","False","False","False","False","False","False","False","False","False","False","False","False","False","11:0-23:0","11:0-23:0","11:0-23:0","11:0-23:0","11:0-2:0","12:0-2:0","12:0-22:0"
"20457","-xFlLT2fV_8ogoFxIm4Fhg","Little Caesar's Pizza","1479 Mentor Ave","Painesville","OH",41.7001227,-81.2746169,3.5,1,"1","True","True",NA,"True","False","True","1","True","1","False","False","False","True",NA,"False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False",NA,NA,NA,NA,NA,NA,NA
"20460","7Ny6x4wX1JJLqdVeKQ1JYg","Mama C's","Ritzland Shopping Ct","Pittsburgh","PA",40.4586216,-79.8184684,4.5,0,NA,"True","False",NA,"True","False","False",NA,NA,"1",NA,"True","False","False","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","11:0-22:0","11:0-22:0","11:0-22:0","11:0-22:0","11:0-22:0","11:0-22:0","14:0-20:0"
"20467","de2E6-wKURd0RLJaq8mrTg","Happy's Pizza","15020 Puritas Ave","Cleveland","OH",41.4345741272,-81.8018722534,2.5,1,"1","True","True","2","True","False","False","2","True","1","True","True","False","True","2","False","False","False","False","False","False","False","False","False","True","False","False","False","False","False","False","False","False","False","False","0:0-0:0","10:0-0:0","10:0-0:0","10:0-0:0","10:0-1:0","10:0-1:0","11:0-23:0"
"20496","I9vXZQEpWvaGV69eVRwT3g","Joey's Restaurant","44 N Main St","Chagrin Falls","OH",41.431024,-81.391489,2.5,0,"1","True","True","1","False","True","True","2","False","2",NA,"False","True","True",NA,"NA","NA","NA","NA","NA","NA","False","True","False","False","False","False","False","False","False","False","False","False","False","False","11:0-22:0","11:0-22:0","11:0-22:0","11:0-22:0","11:0-23:0","11:0-23:0","11:0-22:0"
"20657","WFIROcsePryGgQY_nqDUQQ","Teresa's Pizza","23018 Emery Rd","Warrensville Heights","OH",41.434791,-81.516268,2,1,"1","True","True","1","True","False","False","2","False","1","True","True","False","True","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","False","False","False","False","False","False","False","False","False","11:0-21:0","11:0-21:0","11:0-22:0","11:0-22:0","11:0-23:0","11:0-23:0","12:0-21:0"
"20659","KJKHHGpvSjtuFt1YcpUHug","Jet's Pizza","7878 Broadview Rd","Parma","OH",41.3511251591,-81.6855385631,4,1,NA,NA,NA,NA,NA,NA,NA,NA,"True",NA,NA,NA,NA,NA,NA,"False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","0:0-0:0","11:0-22:0","11:0-22:0","11:0-22:0","11:0-0:0","11:0-0:0","12:0-22:0"
"20666","zgSu213z4MCkPhSqUMfSaQ","Pie-O-Mine&Greens","7725 W Ridgewood Dr","Parma","OH",41.3835353,-81.7392501,4,1,NA,"True",NA,NA,NA,NA,NA,NA,NA,NA,NA,"True",NA,NA,NA,"False","False","False","False","False","False","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","0:0-0:0","11:0-21:0","11:0-21:0","11:0-21:0","11:0-21:0","11:0-21:0","11:0-20:0"
"20687","0jWLnNwoa95RySh-ESksew","Bubba's","9526 SR30","Irwin","PA",40.3234793,-79.7004668,4,1,NA,NA,NA,NA,NA,NA,NA,NA,"True",NA,NA,NA,NA,NA,NA,"False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","10:0-21:0","10:0-21:0","10:0-21:0","10:0-21:0","10:0-22:30","10:0-22:30","10:0-21:0"
"20708","jnxt9D-rkZ3j2Qg4Afux3w","Ephesus Mediterranean Kitchen","50 Freeport Rd, Ste 300","Aspinwall","PA",40.4914689118,-79.907945881,3,1,"1","True","True","2","True","False","False","2","True","1","True","True","False",NA,"1","False","False","False","False","False","False","False","False","False","True","False","False","False","False","False","False","False","False","False","False","10:0-22:0","10:0-22:0","10:0-22:0","10:0-22:0","10:0-0:0","10:0-0:0","11:0-22:0"
"20722","27m3lsK3LpZm5XeGM4oVNw","Salvatore's Pizza House","612 Penn Ave","Wilkinsburg","PA",40.4435611989,-79.8855647289,4,1,"1","True","True","1","True","False","True","2","True","3","False","False","True","False","2","False","False","True","True","False","False","False","False","False","True","False","False","False","False","False","False","False","False","False","False","11:0-22:0","11:0-22:0","11:0-22:0","11:0-22:0","11:0-22:0","11:0-22:0",NA
"20725","XUu0kQThRtv4iXysUOEdtQ","PIZZAFIRE","220 S Depeyster, Unit 103","Kent","OH",41.151996,-81.356751,4,0,"1","True","True","2","True","False","True","2","False","1","True","True","False","False","2","False","False","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","0:0-0:0","11:0-22:0","11:0-22:0","11:0-22:0","11:0-22:0","11:0-22:0","11:0-22:0"
"20732","uIBNPHjj7Wupu9tDG7lQiw","The National Pizza & Wing","36231 Lakeshore Blvd","Eastlake","OH",41.6787729,-81.4268212,4,0,"1","True","True","1","True","True","True","1","True","2","True","True","False","True","2","False","False","True","True","False","False","False","False","False","True","False","False","False","False","False","False","False","False","False","True","16:0-22:0","16:0-22:0","16:0-22:0","16:0-22:0","11:0-23:0","11:0-23:0","10:30-23:0"
"20792","nkTKlVAdh7DhFJMFvQiAXQ","Paninis Bar & Grill","840 Huron Rd E","Cleveland","OH",41.4986069,-81.685637,3.5,1,"1","True","True","2","False","False","True","1","True","3","True","False","True","False","2","False","False","True","False","False","False","False","True","False","False","False","False","False","False","False","True","False","False","False","True","11:0-2:30","11:0-2:30","11:0-2:30","11:0-2:30","11:0-2:30","11:0-2:30","11:0-2:30"
"20825","7AcewhFBJmOV44rDkq_pVQ","Magpie Pizza","5202 Cobblestone Rd, Ste 2","Sheffield","OH",41.419354,-82.081356,4.5,0,"1","True","True","2","True","False","True","2","False","2","True","False","True",NA,"2","NA","NA","NA","NA","NA","NA","False","True","False","False","False","False","False","False","False","False","False","False","False","True",NA,"11:30-21:0","11:30-21:0","11:30-21:0","11:30-23:0","11:30-22:0","12:0-20:0"
"20828","mmTUGqCoZ28CAHNmY-ZTwg","Papa John's Pizza","6058 Broadview Rd","Parma","OH",41.3989662,-81.689723,2,1,"1","True","True","2","True","False","True","1",NA,"1","False","True","False","False",NA,"NA","NA","NA","NA","NA","NA","False","False","False","False","False","False","False","False","False","False","False","False","False","False",NA,NA,NA,NA,NA,NA,NA
"20917","ZL-4ejIO3DCgSsdRWwsX-A","Vincenza's Pizza & Pasta","603 Prospect Ave E","Cleveland","OH",41.4986245,-81.6887747,4.5,1,"1","True","True","2","True","False","True","1","False","1","True","True","False","True","2","False","False","True","False","False","False","False","True","False","False","False","False","False","False","False","False","False","False","False","True","11:0-18:30","11:0-18:30","11:0-18:30","11:0-18:30","11:0-18:30",NA,NA
"20922","3vg-0VwYvK_rss-562_DiA","The Dome","166 Currie Hall Pkwy","Kent","OH",41.1351449,-81.3586148,2,1,NA,NA,"True","2","False",NA,"True",NA,NA,"3",NA,NA,"False",NA,NA,"NA","NA","NA","NA","NA","NA","False","False","False","True","False","False","False","False","False","False","False","False","False","False","16:0-1:0","16:0-1:0","16:0-1:0","16:0-1:0","16:0-1:0","16:0-1:0","19:0-1:0"
"20935","tmFJQmfI5YQh-_RBRBhlzQ","Upper Crust Pizza","26261 Lorain Rd","North Olmsted","OH",41.4192301598,-81.913497895,3.5,1,"1","True","True","2","True","False","True","2","True","1","False","True","True",NA,NA,"False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","0:0-0:0","10:0-22:0","10:0-22:0","10:0-22:0","10:0-23:0","10:0-23:0","11:0-22:0"
"20938","wCRc6E9XcyPnN1WwJhaGtA","Joey's Restaurant","28500 Miles Rd","Solon","OH",41.4240188599,-81.4772949219,2.5,0,"1","True","True","2","True","True","True","2","False","3","False",NA,"False","True","1","NA","NA","NA","NA","NA","NA","False","False","False","True","False","False","False","False","False","False","False","False","False","True","11:0-22:0","11:0-22:0","11:0-22:0","11:0-22:0","11:0-22:0","11:0-23:0","15:30-22:0"
"20956","0YyuKpGOmWs1LJF5kRKd0Q","Teresa's Pizza","9783 Ravenna Rd","Twinsburg","OH",41.3129642,-81.4406771,2.5,1,NA,"True","True",NA,NA,"False",NA,NA,NA,NA,NA,"True",NA,NA,NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","11:0-22:0","11:0-22:0","11:0-22:0","11:0-22:0","11:0-23:0","12:0-23:0","12:0-20:0"
"20972","NrpgcAPTAtMNoW4O_G0rwQ","S2pizzabar","558 State St","Madison","WI",43.075141,-89.394958,4,0,"1","True","True","2","True","False","True","1","False","2",NA,"False","False",NA,"1","NA","NA","NA","NA","NA","NA","False","True","False","False","False","False","False","False","False","False","False","False","False","True",NA,"11:0-22:0","11:0-22:0","11:0-22:0","11:0-22:0","11:0-22:0","11:0-22:0"
"20987","tBecXDdDmboDVwUu4kmOiA","Nick's Place","1276 Benton Ave","Pittsburgh","PA",40.4847018,-80.0355297,3.5,0,"1","True","True","2","False","False","True","2","True","1","True","True","False","False","1","NA","NA","NA","NA","NA","NA","False","True","False","False","False","False","False","False","False","False","False","False","False","False",NA,NA,NA,NA,NA,NA,NA
"21003","IaL3NMcVUjwk29CnR7w4tw","Mama Pepinos","720 Robbins Station Rd","Irwin","PA",40.3226323,-79.744331,3.5,0,NA,"True",NA,NA,NA,NA,"False",NA,"False",NA,NA,NA,NA,NA,NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA
"21008","Y-c1m8-0Sa0xnYpm_bRxWw","Pepperoncinis","105 Seminary Ave","Oakdale","PA",40.3969092,-80.1833653,3.5,1,"1","True","True","1","True","False","True","1","True","3","True","True","False",NA,"2","False","False","False","False","False","False","False","False","False","True","False","False","False","False","False","False","False","False","False","False","10:30-22:0","10:30-22:0","10:30-22:0","10:30-22:0","10:30-23:0","10:30-23:0","10:30-22:0"
"21038","sa9eylPTl5VEx2xHQ8Bx4w","Pizza Hut","5240 N Pulaski Rd","Chicago","IL",41.9768786,-87.7294771,3.5,1,NA,"True","True","1","True","False",NA,"1",NA,NA,NA,"True","False",NA,NA,"False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","10:0-0:0","10:0-0:0","10:0-0:0","10:0-0:0","10:0-1:0","10:0-1:0","10:0-0:0"
"21063","ZUvAR3I1uhC27zQFcRXumw","Dina's Pizza & Pub","5701 Memphis Ave","Cleveland","OH",41.4395145,-81.7263106,4,1,"1","True","True","2","True","True","True","2","True","3","False","True","True","True","2","False","True","False","True","False","False","False","False","False","True","False","False","False","False","False","False","False","False","False","True","11:0-2:30","11:0-2:30","11:0-2:30","11:0-2:30","11:0-2:30","11:0-2:30","11:0-2:30"
"21071","vVpq26iHxy0sWWCVR_un4Q","Picasso's","5266 Williamsburg Way","Fitchburg","WI",43.0245875,-89.4689968,3,0,"1","True","True","2","True",NA,"True","2","False","3","True","True","True","True",NA,"NA","NA","NA","NA","NA","NA","False","False","False","True","False","False","False","False","False","False","False","False","False","True","16:0-21:0","16:0-21:0","16:0-21:0","16:0-21:0","16:0-22:0","16:0-22:0","16:0-21:0"
"21075","EVjwTJ3boXTve0hTTFxPJw","Hot Box Pizza & Wings","6521 Library Rd","South Park","PA",40.287083398,-80.0237338068,2.5,1,"1","True","True",NA,"True","False","False","2","True","1",NA,"True","False",NA,"1","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","11:0-23:0","11:0-23:0","11:0-23:0","11:0-23:0","11:0-0:0","11:0-0:0","11:0-23:0"
"21080","HRIUU2Z4EsZBo59P0I2ZYA","Pizza Hut","377 Lear Rd, Ste A","Avon Lake","OH",41.4953955902,-81.9876874,2,1,"1","True","True","2","True","False","True","1","True","1","True","True","False","False","1","False","False","False","False","False","False","False","False","False","True","False","False","False","False","False","False","False","False","False","False","11:0-23:0","11:0-23:0","11:0-23:0","11:0-23:0","11:0-0:45","11:0-0:45","11:0-23:0"
"21185","G6IR0pYAjqn6qOwdBBA4Wg","Domino's Pizza","1994 Warrensville Center Rd","Cleveland","OH",41.5054631553,-81.5368748456,2,1,NA,"True","True",NA,"True","False","False","1",NA,NA,NA,"True","False",NA,NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","False","False","False","False","False","False","False","False","False","10:30-1:0","10:30-1:0","10:30-1:0","10:30-1:0","10:30-2:0","10:30-2:0","10:30-1:0"
"21191","YUqj8aHBzc7lS84eXmRf7w","Marco's Pizza","105 N Leavitt Rd","Amherst","OH",41.406734,-82.208571,3.5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA
"21195","2TmOcEavT5T4aeu8J6ItRA","Reddi's Pizza Parlor-Family Restaurant","5781 Dunham Rd","Maple Heights","OH",41.4023906,-81.5747096,3.5,0,"1","True","True","2","True","False","True","2","True","2","True","True","True","False","1","NA","NA","NA","NA","NA","NA","False","False","False","False","False","False","False","False","False","False","False","False","False","False",NA,NA,NA,NA,NA,NA,NA
"21203","bjr8Uyi-r6xDeXVAhSX-cA","Italian Village Pizza","325 Mt Lebanon Blvd","Pittsburgh","PA",40.3694951,-80.0350698,2.5,0,"1","True","True","2","True","False","True","1","True","1","True","True","False","True","2","NA","NA","NA","NA","NA","NA","False","False","False","True","False","False","False","False","False","False","False","False","False","True","11:0-21:0","11:0-21:0","11:0-21:0","11:0-21:0","11:0-22:0","11:0-22:0","12:0-21:0"
"21218","hs5xdulRJqHZyITnEHpJhQ","Mario's Pizza","1000 Greentree Rd","Pittsburgh","PA",40.4175651,-80.0455025,3,1,"1","True","True","1","True","False","True","2","True","1","True","True","False","True","1","False","False","False","False","False","False","False","False","False","True","False","NA","NA","NA","NA","NA","NA","NA","NA","NA","10:0-23:0","10:0-23:0","10:0-23:0","10:0-23:0","10:0-0:0","10:0-0:0","11:0-23:0"
"21239","wkhxaIt6S9bQ0twAD9Svpw","Giuseppes Pizza & Subs","728 Richmond Rd","Cleveland","OH",41.5408137,-81.4976768,3.5,0,NA,"True","True",NA,NA,"False","False","2",NA,NA,NA,"True",NA,NA,NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","11:0-21:0","11:0-21:0","11:0-21:0","11:0-21:0","11:0-23:0","11:0-23:0","12:0-21:0"
"21251","hlmIfHjSVmm3N8dDjQpaPg","Pizza Hut","453 Valley Brook Rd","McMurray","PA",40.280752,-80.083773,2,1,NA,"True","True",NA,"False","False",NA,"1","True",NA,NA,"True","False","False",NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","11:0-22:0","11:0-22:0","11:0-22:0","11:0-22:0","11:0-23:0","11:0-23:0","11:0-22:0"
"21267","0ge5d8zQ75QMe9PBky_2eg","Alberta's Pizza","","Pittsburgh","PA",40.4406248,-79.9958864,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","False","False","False","False","False","False","False","False","False",NA,NA,NA,NA,NA,NA,NA
"21275","1SJk2iDxDNLaCWXC-S-GPA","Pizza & Gyro Express","11232 McKee Rd","Irwin","PA",40.3166144,-79.7313186,3.5,0,"1",NA,NA,NA,"True","False","True",NA,NA,"3",NA,NA,NA,NA,NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA
"21285","W2cxJaoiztWg--sxvjWnKg","La Vostra Pizza","2056 Saxonburg Blvd","Gibsonia","PA",40.6255864,-79.86079,4.5,0,NA,NA,"True",NA,"True","False",NA,NA,NA,NA,NA,"True",NA,NA,NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","15:0-21:0","15:0-21:0","15:0-21:0","15:0-21:0","15:0-21:0","15:0-21:0","15:0-21:0"
"21290","u6F-dfFQOVVnPTiHyZG02w","Wize Guyz","557 Rt 130","Trafford","PA",40.3903283421,-79.7296867544,3.5,1,"1","True","True","1","True","False","True","1","True",NA,"False","True","False",NA,NA,"False","False","False","False","False","False","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"11:0-23:0","11:0-23:0","11:0-23:0","11:0-0:0","11:0-0:0","11:0-23:0"
"21300","TEvCRTMnOYwQ9Up9lWXxfA","Danny Boys - Tallmadge","10 Tallmadge Cir","Tallmadge","OH",41.1000296,-81.4403431,3.5,1,"1","True","True","1","True","True","True","2","True","3","True","True","True","True","2","False","False","False","False","False","False","False","False","False","True","False","False","False","True","False","False","False","False","False","False","11:0-22:0","11:0-22:0","11:0-22:0","11:0-22:0","11:0-23:0","11:0-23:0","11:0-21:0"
"21328","YCzmI2PNDO3Dk6mr3cEwMg","Fox's Pizza Den","314 Allegheny River Blvd","Oakmont","PA",40.5157702,-79.8428651,4.5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA
"21370","hPc-mAHv4jfKeXqOxYJuAw","Papa Murphy's","1753 W Kirby Ave","Champaign","IL",40.0972378,-88.2757788,3,1,"1","True","True","1","True","False","True","1","True","1",NA,"True","False",NA,"1","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False",NA,NA,NA,NA,NA,NA,NA
"21386","cdsxkycC_xrXlOdsm5yZUw","Nunzio's Pizzeria","4478 Pearl Rd","Cleveland","OH",41.43398,-81.7114062,2.5,1,"1","True","True",NA,"True","False","False","1","True","1",NA,"True","False","False","1","NA","NA","NA","NA","NA","NA","False","False","False","False","False","False","False","False","False","False","False","False","False","False","16:0-3:30","16:0-3:30","16:0-3:30","16:0-3:30","16:0-3:30","16:0-3:30","14:0-1:30"
"21397","P9LAh1yahQqntqTlXIVPnw","Mamma Mia Pizzeria","511 E Carson St","Pittsburgh","PA",40.4288129,-79.994599,2.5,0,"1","True","True",NA,NA,"False","True","1",NA,NA,"True","True",NA,"True",NA,"False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","10:0-0:0","10:0-0:0","10:0-0:0","10:0-0:0","10:0-3:0","10:0-3:0","10:0-0:0"
"21427","scCQqfGfHipwVV43opvMJw","Papa Murphy's","4664 Cottage Grove Rd","Madison","WI",43.0843504,-89.2998225,3,0,"1","True","True",NA,"True","False","False","2",NA,NA,"True","False","True",NA,NA,"NA","NA","NA","NA","NA","NA","False","False","False","False","False","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA
"21432","0S4mVrhhSfTsKRtBF_W_BQ","Tony's Southside Pizza","2193 Professor Ave","Cleveland","OH",41.4821532,-81.686879,3.5,1,"1","False","True",NA,"False","False","True","2",NA,NA,"False","False","True",NA,NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","False","False","True","False","False","False","False","False","False",NA,NA,NA,NA,"19:0-1:30","19:0-1:30",NA
