,business_id,name,address,city,state,postal_code,latitude,longitude,stars,review_count,is_open,attributes,categories,hours
19663,4zvk0UgW96k8FfhpJMKFPw,Hungry Howie's Pizza,"9173 Mentor, Unit 2",Mentor,OH,44060,41.6768815,-81.3114669,3.5,10,1,"{'RestaurantsDelivery': 'True', 'RestaurantsPriceRange2': '1', 'BusinessAcceptsBitcoin': 'False', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'RestaurantsReservations': 'False', 'RestaurantsGoodForGroups': 'False', 'RestaurantsTakeOut': 'True', 'BusinessAcceptsCreditCards': 'True', 'OutdoorSeating': 'False', 'GoodForKids': 'False', 'HasTV': 'True', 'RestaurantsAttire': ""'casual'""}","Restaurants, Pizza","{'Monday': '11:0-23:0', 'Tuesday': '11:0-23:0', 'Wednesday': '11:0-23:0', 'Thursday': '11:0-23:0', 'Friday': '11:0-1:0', 'Saturday': '11:0-1:0', 'Sunday': '11:0-23:0'}"
19670,0YF6uMohfi6rVRPRfrjWLg,Romeo's Pizza,2283 W Market St,Akron,OH,44313,41.1178203093,-81.5880227023,4.0,9,1,"{'GoodForKids': 'True', 'NoiseLevel': ""'average'"", 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsReservations': 'False', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '2', 'OutdoorSeating': 'False', 'Caters': 'True', 'RestaurantsDelivery': 'True', 'DogsAllowed': 'False', 'HasTV': 'False', 'BusinessAcceptsBitcoin': 'False', 'Alcohol': ""u'none'"", 'WheelchairAccessible': 'True', 'WiFi': ""u'no'"", 'RestaurantsAttire': ""'casual'"", 'RestaurantsTakeOut': 'True', 'RestaurantsTableService': 'False'}","Restaurants, Pizza","{'Monday': '10:0-22:0', 'Tuesday': '10:0-22:0', 'Wednesday': '10:0-22:0', 'Thursday': '10:0-22:0', 'Friday': '10:0-23:0', 'Saturday': '10:0-23:0', 'Sunday': '11:0-22:0'}"
19681,lo-GEcfXVGrDSDLtR5gI5w,Veltre's Pizza,1268 Brinton Rd,Pittsburgh,PA,15221,40.4224899,-79.8649727,4.5,31,1,"{'RestaurantsGoodForGroups': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'GoodForKids': 'True', 'OutdoorSeating': 'False', 'BusinessAcceptsCreditCards': 'True', 'Alcohol': ""'none'"", 'RestaurantsAttire': ""u'casual'"", 'RestaurantsReservations': 'False', 'RestaurantsTakeOut': 'True', 'RestaurantsPriceRange2': '2', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsDelivery': 'True', 'NoiseLevel': ""u'average'"", 'HasTV': 'True', 'Caters': 'True'}","Restaurants, Sandwiches, Burgers, Pizza","{'Monday': '11:0-21:0', 'Tuesday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-22:0', 'Saturday': '11:0-22:0', 'Sunday': '11:0-21:0'}"
19690,YhBigRwAFdRPIQxWDjZOrQ,SLICE on Broadway,2128 Broadway Ave,Pittsburgh,PA,15216,40.4041525,-80.0304603,4.0,131,1,"{'Alcohol': ""u'beer_and_wine'"", 'WiFi': ""u'no'"", 'OutdoorSeating': 'True', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '1', 'Caters': 'False', 'RestaurantsReservations': 'False', 'HasTV': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'GoodForKids': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'NoiseLevel': ""u'average'"", 'RestaurantsTakeOut': 'True', 'RestaurantsAttire': ""u'casual'"", 'BikeParking': 'True', 'RestaurantsGoodForGroups': 'True', 'ByAppointmentOnly': 'False', 'RestaurantsDelivery': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'HappyHour': 'False'}","Sandwiches, Pizza, Restaurants","{'Monday': '0:0-0:0', 'Tuesday': '11:0-22:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Friday': '11:0-22:0', 'Saturday': '11:0-22:0', 'Sunday': '12:0-20:0'}"
19698,WBay6AZsHMExtMQsRc9-bQ,Mellow Mushroom,19333 Detroit Rd,Rocky River,OH,44116,41.4811942,-81.8364819,3.5,229,1,"{'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '2', 'Smoking': ""u'no'"", 'WiFi': ""'free'"", 'RestaurantsTableService': 'True', 'Caters': 'True', 'Alcohol': ""'full_bar'"", 'RestaurantsGoodForGroups': 'True', 'BikeParking': 'True', 'RestaurantsAttire': ""'casual'"", 'GoodForKids': 'True', 'HasTV': 'True', 'NoiseLevel': ""u'very_loud'"", 'HappyHour': 'True', 'CoatCheck': 'False', 'WheelchairAccessible': 'True', 'RestaurantsDelivery': 'False', 'RestaurantsTakeOut': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}"", 'BestNights': ""{'monday': False, 'tuesday': False, 'friday': True, 'wednesday': False, 'thursday': True, 'sunday': False, 'saturday': True}"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'RestaurantsReservations': 'True', 'OutdoorSeating': 'True', 'Music': ""{'dj': False}"", 'GoodForDancing': 'False'}","Nightlife, Bars, Sandwiches, Restaurants, Pizza","{'Monday': '0:0-0:0', 'Tuesday': '11:0-22:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Friday': '11:0-23:0', 'Saturday': '11:0-23:0', 'Sunday': '11:0-22:0'}"
19737,gd3f9uJN7kmGOD-lRpPBEA,Domino's Pizza,51 W Walnut Ave,Painesville,OH,44077,41.7157319,-81.2425123,2.5,5,1,"{'RestaurantsTakeOut': 'True', 'RestaurantsReservations': 'False', 'BusinessAcceptsCreditCards': 'True', 'Caters': 'True', 'RestaurantsDelivery': 'True', 'RestaurantsPriceRange2': '1'}","Pizza, Restaurants, Sandwiches, Chicken Wings","{'Monday': '10:0-0:0', 'Tuesday': '10:0-0:0', 'Wednesday': '10:0-0:0', 'Thursday': '10:0-0:0', 'Friday': '10:0-1:0', 'Saturday': '10:0-1:0', 'Sunday': '11:0-0:0'}"
19754,zd0vGinVKJWnKzP5dJAWYg,PIZZAFIRE,783 Alpha Dr,Highland Heights,OH,44143,41.539985,-81.45134,2.5,18,1,"{'HasTV': 'False', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsTableService': 'False', 'RestaurantsDelivery': 'True', 'BusinessParking': 'None', 'RestaurantsReservations': 'False', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"", 'DogsAllowed': 'False', 'Caters': 'True', 'RestaurantsTakeOut': 'True'}","Restaurants, Pizza","{'Monday': '10:30-22:0', 'Tuesday': '10:30-22:0', 'Wednesday': '10:30-22:0', 'Thursday': '10:30-22:0', 'Friday': '10:30-22:0', 'Saturday': '10:30-22:0', 'Sunday': '10:30-21:0'}"
19764,hNCKIrMJSacjMiWVwRb_YQ,Lotsa Stone Fired Pizza,3621 Forbes Ave,Pittsburgh,PA,15213,40.4411185,-79.9578237,3.5,55,1,"{'RestaurantsReservations': 'False', 'RestaurantsTakeOut': 'True', 'RestaurantsTableService': 'False', 'Alcohol': ""u'none'"", 'OutdoorSeating': 'False', 'WiFi': ""u'free'"", 'BikeParking': 'True', 'RestaurantsAttire': ""u'casual'"", 'HasTV': 'True', 'BusinessAcceptsCreditCards': 'True', 'BusinessAcceptsBitcoin': 'False', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'WheelchairAccessible': 'True', 'GoodForKids': 'True', 'DogsAllowed': 'False', 'RestaurantsDelivery': 'True', 'Caters': 'True', 'RestaurantsGoodForGroups': 'True', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': None, 'intimate': False, 'trendy': None, 'upscale': False, 'classy': False, 'casual': True}"", 'NoiseLevel': ""'average'"", 'RestaurantsPriceRange2': '1', 'GoodForMeal': ""{'dessert': False, 'latenight': None, 'lunch': True, 'dinner': None, 'brunch': False, 'breakfast': False}""}","Salad, Barbeque, Hawaiian, Restaurants, Pizza, Vegan, Gluten-Free","{'Monday': '0:0-0:0', 'Tuesday': '10:30-23:0', 'Wednesday': '10:30-23:0', 'Thursday': '10:30-3:0', 'Friday': '11:0-0:0', 'Saturday': '11:0-0:0', 'Sunday': '10:30-23:0'}"
19818,Ffd7S8tVzeY_MgsrZtW7kw,Papa Jimmy's Pizzeria,224 W Cottage Grove Rd,Cottage Grove,WI,53527,43.0864072,-89.2040311,3.0,28,1,"{'RestaurantsGoodForGroups': 'True', 'OutdoorSeating': 'True', 'RestaurantsReservations': 'False', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsPriceRange2': '2', 'RestaurantsDelivery': 'True', 'BikeParking': 'True', 'HasTV': 'True', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsTakeOut': 'True', 'RestaurantsAttire': ""u'casual'"", 'WheelchairAccessible': 'False', 'GoodForKids': 'True', 'NoiseLevel': ""u'loud'"", 'WiFi': ""u'free'"", 'Alcohol': ""u'beer_and_wine'""}","Pizza, Restaurants, Sandwiches","{'Monday': '11:0-21:0', 'Tuesday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-23:0', 'Saturday': '11:0-22:30', 'Sunday': '12:0-21:0'}"
19821,FiP7mCGs-qelOSmapmbt1A,Fiori's Pizzaria,3801 Washington Rd,McMurray,PA,15301,40.2757605567,-80.1253101201,4.0,95,1,"{'Caters': 'True', 'RestaurantsGoodForGroups': 'True', 'RestaurantsAttire': ""u'casual'"", 'OutdoorSeating': 'False', 'Alcohol': ""u'beer_and_wine'"", 'RestaurantsReservations': 'True', 'WiFi': ""u'no'"", 'RestaurantsDelivery': 'False', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'RestaurantsPriceRange2': '2', 'GoodForKids': 'True', 'NoiseLevel': ""'average'"", 'BikeParking': 'False', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsTakeOut': 'True', 'HasTV': 'True', 'ByAppointmentOnly': 'False', 'DogsAllowed': 'False', 'RestaurantsTableService': 'True', 'Ambience': ""{'touristy': False, 'hipster': None, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True}""}","Italian, Restaurants, Pizza","{'Monday': '11:0-23:0', 'Tuesday': '11:0-23:0', 'Wednesday': '11:0-23:0', 'Thursday': '11:0-23:0', 'Friday': '11:0-0:0', 'Saturday': '11:0-0:0', 'Sunday': '11:0-23:0'}"
19838,766an49Zcv1u6IR2jCx2SA,La Felice,5886 Forbes Ave,Pittsburgh,PA,15217,40.4379156138,-79.9195731864,3.0,9,1,"{'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'RestaurantsReservations': 'False', 'RestaurantsPriceRange2': '1', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"", 'RestaurantsDelivery': 'True', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsTakeOut': 'None', 'RestaurantsGoodForGroups': 'False', 'GoodForKids': 'True'}","Pizza, Italian, Restaurants","{'Monday': '10:0-23:0', 'Tuesday': '10:0-23:0', 'Wednesday': '10:0-23:0', 'Thursday': '10:0-23:0', 'Friday': '10:0-2:0', 'Saturday': '10:0-2:0', 'Sunday': '11:0-23:0'}"
19874,9_B3nY3KlHW1WDvOeMk9GA,The Other Place,2500 Swallow Hill Rd,Pittsburgh,PA,15220,40.390324,-80.074412,4.5,25,1,"{'RestaurantsGoodForGroups': 'False', 'RestaurantsPriceRange2': '2', 'GoodForKids': 'True', 'OutdoorSeating': 'False', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsTakeOut': 'True', 'NoiseLevel': ""u'average'"", 'RestaurantsDelivery': 'True', 'RestaurantsReservations': 'False', 'HasTV': 'False', 'BikeParking': 'False', 'RestaurantsAttire': ""'casual'"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"", 'Alcohol': ""u'none'""}","Pizza, Italian, Restaurants, Salad","{'Monday': '11:0-22:0', 'Tuesday': '11:0-22:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Friday': '11:0-23:0', 'Saturday': '11:0-22:0', 'Sunday': '12:0-21:0'}"
19882,7DHR5jNMtoWTvf1Zuos5Ng,Pizza Hut,2300 Cooper-Foster Rd,Lorain,OH,44053,41.4186275035,-82.207814,3.5,12,1,"{'BusinessAcceptsCreditCards': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'NoiseLevel': ""u'average'"", 'GoodForKids': 'True', 'RestaurantsTakeOut': 'True', 'RestaurantsReservations': 'True', 'WiFi': ""'no'"", 'RestaurantsAttire': ""u'casual'"", 'RestaurantsGoodForGroups': 'True', 'Alcohol': ""u'beer_and_wine'"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'OutdoorSeating': 'False', 'RestaurantsPriceRange2': '1', 'HasTV': 'True', 'RestaurantsDelivery': 'True', 'Caters': 'True'}","Chicken Wings, Pizza, Italian, Restaurants","{'Monday': '11:0-0:0', 'Tuesday': '11:0-0:0', 'Wednesday': '11:0-0:0', 'Thursday': '11:0-0:0', 'Friday': '11:0-1:0', 'Saturday': '11:0-1:0', 'Sunday': '11:0-0:0'}"
19890,uJxJFlIREuo9HrlfXJFsyQ,Pizza Roto,7685 Crile Rd,Concord,OH,44077,41.662282,-81.239946,3.5,19,1,"{'RestaurantsReservations': 'False', 'GoodForKids': 'True', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsTakeOut': 'True', 'BikeParking': 'False', 'HasTV': 'False', 'RestaurantsAttire': ""'casual'"", 'RestaurantsGoodForGroups': 'True', 'OutdoorSeating': 'True', 'RestaurantsTableService': 'False', 'RestaurantsPriceRange2': '2', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'Alcohol': ""u'beer_and_wine'"", 'RestaurantsDelivery': 'False', 'Caters': 'False', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'Ambience': ""{'touristy': None, 'hipster': None, 'romantic': None, 'divey': None, 'intimate': False, 'trendy': None, 'upscale': None, 'classy': None, 'casual': None}"", 'WiFi': ""'free'""}","Pizza, Restaurants, Salad","{'Monday': '11:0-21:0', 'Tuesday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-22:0', 'Saturday': '11:0-22:0', 'Sunday': '11:0-20:0'}"
19939,fFELstxDIuLUZ0hYaOLxdA,Antonio's Pizza,9385 W Sprague Rd,North Royalton,OH,44133,41.3498953,-81.7590902,3.0,10,1,"{'NoiseLevel': ""u'average'"", 'RestaurantsTakeOut': 'True', 'OutdoorSeating': 'False', 'RestaurantsPriceRange2': '2', 'RestaurantsAttire': ""u'casual'"", 'GoodForKids': 'True', 'BusinessAcceptsCreditCards': 'True', 'Alcohol': ""u'none'"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsGoodForGroups': 'False', 'RestaurantsDelivery': 'True', 'RestaurantsReservations': 'False', 'HasTV': 'True'}","Restaurants, Pizza",
19956,2jau7OtoplE60-o2TIn6Tg,Roman Candle Pizzeria,1920 Parmenter St,Middleton,WI,53562,43.0967142,-89.5118056,3.5,104,1,"{'RestaurantsGoodForGroups': 'True', 'RestaurantsAttire': ""'casual'"", 'RestaurantsTakeOut': 'True', 'Alcohol': ""u'beer_and_wine'"", 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'RestaurantsReservations': 'False', 'RestaurantsDelivery': 'True', 'BikeParking': 'True', 'BusinessAcceptsCreditCards': 'True', 'Caters': 'True', 'OutdoorSeating': 'False', 'GoodForKids': 'True', 'RestaurantsPriceRange2': '2', 'WheelchairAccessible': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'HasTV': 'True', 'NoiseLevel': ""u'average'"", 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'WiFi': ""u'no'""}","Restaurants, Pizza","{'Monday': '11:0-21:0', 'Tuesday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-22:0', 'Saturday': '11:0-22:0', 'Sunday': '11:0-21:0'}"
19961,76alt0vW6JuiKhVxAcoOTw,Pizza Hut,24 Munroe Falls Ave,Munroe Falls,OH,44262,41.139700906,-81.4400826395,2.0,4,1,"{'Caters': 'False', 'RestaurantsReservations': 'False', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsGoodForGroups': 'True', 'RestaurantsTakeOut': 'True', 'OutdoorSeating': 'False', 'RestaurantsPriceRange2': '1', 'GoodForKids': 'True', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"", 'RestaurantsDelivery': 'True'}","Chicken Wings, Italian, Restaurants, Pizza","{'Monday': '10:30-0:0', 'Tuesday': '10:30-0:0', 'Wednesday': '10:30-0:0', 'Thursday': '10:30-0:0', 'Friday': '10:30-1:0', 'Saturday': '10:30-1:0', 'Sunday': '10:30-0:0'}"
19969,_xynpPYhVYDQRtt69sw3sQ,Pizza Care,1525 5th Ave,Pittsburgh,PA,15219,40.4387245178,-79.9843521118,1.5,9,0,"{'RestaurantsReservations': 'True', 'RestaurantsPriceRange2': '1', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsGoodForGroups': 'True', 'GoodForKids': 'True', 'RestaurantsDelivery': 'True', 'RestaurantsTakeOut': 'True'}","Restaurants, Pizza","{'Monday': '10:0-0:0', 'Tuesday': '10:0-0:0', 'Wednesday': '10:0-0:0', 'Thursday': '10:0-0:0', 'Friday': '10:0-2:0', 'Saturday': '10:0-2:0', 'Sunday': '10:0-0:0'}"
20001,7HQJ8q9_p9OR3XLPBH1NGQ,Little Caesars Pizza,1011 Plesant Valley Rd,Parma,OH,44134,41.3593115,-81.6862887,2.5,8,1,"{'BusinessAcceptsCreditCards': 'True', 'RestaurantsReservations': 'False', 'BikeParking': 'False', 'GoodForKids': 'True', 'RestaurantsGoodForGroups': 'False', 'WiFi': ""u'no'"", 'NoiseLevel': ""u'average'"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'OutdoorSeating': 'False', 'Alcohol': ""u'none'"", 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'RestaurantsPriceRange2': '1', 'RestaurantsDelivery': 'False', 'RestaurantsTakeOut': 'True', 'HasTV': 'True', 'Caters': 'False', 'RestaurantsAttire': ""u'casual'""}","Pizza, Restaurants",
20060,4cHJ1PfvCOsXRHuhzOlnLw,Genoa Pizza & Pasta,214 Moon Clinton Rd,Coraopolis,PA,15108,40.5130745,-80.2238991,3.0,24,1,"{'BusinessAcceptsCreditCards': 'True', 'OutdoorSeating': 'False', 'HasTV': 'False', 'RestaurantsDelivery': 'True', 'RestaurantsReservations': 'False', 'GoodForKids': 'True', 'RestaurantsGoodForGroups': 'True', 'RestaurantsTakeOut': 'True', 'RestaurantsAttire': ""'casual'"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'BikeParking': 'False', 'WiFi': ""u'no'"", 'NoiseLevel': ""'very_loud'"", 'BusinessAcceptsBitcoin': 'False', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'RestaurantsPriceRange2': '2', 'Caters': 'True', 'Alcohol': ""u'none'""}","Italian, Halal, Pizza, Restaurants","{'Monday': '10:0-23:0', 'Tuesday': '10:0-23:0', 'Wednesday': '10:0-23:0', 'Thursday': '10:0-23:0', 'Friday': '10:0-0:0', 'Saturday': '10:0-0:0', 'Sunday': '10:0-23:0'}"
20065,u40rP9Fk4KWSluX9mDWiWw,The Brick Oven,13373 Smith Rd,Middleburg Heights,OH,44130,41.3754326,-81.7911534,3.5,7,1,"{'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'WheelchairAccessible': 'True', 'HasTV': 'True', 'WiFi': ""u'free'"", 'OutdoorSeating': 'False', 'HappyHour': 'True', 'DogsAllowed': 'False', 'RestaurantsReservations': 'True', 'Caters': 'True', 'Alcohol': ""u'beer_and_wine'"", 'BusinessAcceptsBitcoin': 'False', 'BikeParking': 'False', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsTakeOut': 'True', 'RestaurantsTableService': 'True', 'RestaurantsDelivery': 'True'}","Pizza, Restaurants, Italian, Sandwiches","{'Monday': '0:0-0:0', 'Tuesday': '11:30-20:30', 'Wednesday': '11:30-20:30', 'Thursday': '11:30-20:30', 'Friday': '11:30-21:30', 'Saturday': '16:0-21:30', 'Sunday': '16:0-20:0'}"
20110,wsHuESTgmZfmI5YMXAMEhA,Augie's Pizza,5210 Chillicothe Rd,Chagrin Falls,OH,44022,41.430582,-81.3388334,4.0,31,1,"{'NoiseLevel': ""'average'"", 'RestaurantsPriceRange2': '2', 'Alcohol': ""'beer_and_wine'"", 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'RestaurantsTakeOut': 'True', 'RestaurantsDelivery': 'True', 'OutdoorSeating': 'False', 'GoodForKids': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsGoodForGroups': 'True', 'BikeParking': 'True', 'RestaurantsAttire': ""'casual'"", 'HasTV': 'True', 'RestaurantsReservations': 'True', 'Caters': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'BusinessAcceptsCreditCards': 'True'}","Pizza, Restaurants","{'Monday': '16:0-21:0', 'Tuesday': '16:0-21:0', 'Wednesday': '16:0-21:0', 'Thursday': '16:0-21:0', 'Friday': '16:0-21:0', 'Saturday': '12:0-22:0', 'Sunday': '12:0-20:0'}"
20149,VXKIx4WUGw3jNad0BOcFYQ,DeMore's Pizzeria,1256 Evergreen Ave,Pittsburgh,PA,15209,40.4949342,-79.9758404,3.5,41,1,"{'Caters': 'True', 'BusinessAcceptsCreditCards': 'True', 'NoiseLevel': ""u'quiet'"", 'WiFi': ""u'no'"", 'GoodForKids': 'True', 'RestaurantsPriceRange2': '2', 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsReservations': 'False', 'RestaurantsTakeOut': 'True', 'RestaurantsGoodForGroups': 'True', 'OutdoorSeating': 'False', 'RestaurantsDelivery': 'True', 'RestaurantsTableService': 'False', 'Alcohol': ""u'none'"", 'RestaurantsAttire': ""u'casual'"", 'BusinessAcceptsBitcoin': 'False', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'DogsAllowed': 'False', 'WheelchairAccessible': 'False', 'HasTV': 'True', 'BikeParking': 'False'}","Restaurants, Pizza, Italian","{'Monday': '0:0-0:0', 'Tuesday': '11:0-22:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-16:0', 'Friday': '11:0-23:0', 'Saturday': '11:0-23:0', 'Sunday': '11:0-16:0'}"
20161,9bxcpud3GREFOxKY2cbheA,Verso Casual Italian Bistro and Pizzeria,5869 Broadview Rd,Cleveland,OH,44134,41.4036168,-81.689745,4.0,48,0,"{'OutdoorSeating': 'False', 'WiFi': ""u'no'"", 'GoodForKids': 'True', 'Alcohol': ""u'beer_and_wine'"", 'RestaurantsTakeOut': 'True', 'RestaurantsPriceRange2': '2', 'HasTV': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsDelivery': 'False', 'RestaurantsGoodForGroups': 'True', 'BikeParking': 'False', 'RestaurantsReservations': 'True', 'RestaurantsAttire': ""u'casual'"", 'NoiseLevel': ""u'quiet'"", 'Caters': 'True', 'BusinessAcceptsCreditCards': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'brunch': False, 'breakfast': False}""}","Salad, Pizza, Restaurants, Italian","{'Monday': '16:0-21:0', 'Tuesday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-22:0', 'Friday': '11:0-23:0', 'Saturday': '15:0-23:0', 'Sunday': '15:0-21:0'}"
